befnr,StartYear,industry_category,LegalForm,Location,FollowerBusiness,IndAffBusiness,EmployeeNum,CompanyEndYear,YearsWorkExperience,YearsSchooling,CapitalInvested,GenSpeBusiness,TradInnoBusiness,MarketScope,CompetitionIntensity,Seasonality,OrderClusters,IndustryExperience,FounderFather,beg1,beg2,beg3,beg4,beg5,beg6,beg7,beg8,beg9,beg10,beg11,beg12,beg13,beg14,beg15,beg16,beg17,beg18,beg19,beg20,end1,end2,end3,end4,end5,end6,end7,end8,end9,end10,end11,end12,end13,end14,end15,end16,end17,end18,end19,end20,typ1,typ2,typ3,typ4,typ5,typ6,typ7,typ8,typ9,typ10,typ11,typ12,typ13,typ14,typ15,typ16,typ17,WorkExperienceYears,SelfEmploymentYears,SelfEmploymentExp,EndYear_Clean,Censored,SurvivalTime
6979,1986,Other Services,Small tradesman,Upper Bavaria,Newcomer,Affiliated,0,Business still registered,13,11,kein Startkapital,Specialist,Traditional,Local,low,high,low,0.0,0.0,74,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,12.0,0.0,0.0,1990,1,4.0
6982,1986,Other Services,Small tradesman,Upper Bavaria,Follower,Independent,1,Business still registered,1,13,30000,Generalist,Traditional,Local,low,high,,1.0,0.0,77,79,80,82,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,79,80,82,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,le,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,9.0,0.0,0.0,1990,1,4.0
6983,1986,Other Services,Small tradesman,Upper Bavaria,Follower,Independent,0,Business still registered,5,15,30000,Specialist,,National,low,low,high,1.0,0.0,57,60,65,74,79,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,60,65,74,79,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ne,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,20.0,0.0,0.0,1990,1,4.0
6985,1986,Other Services,Small tradesman,Munich,Newcomer,Independent,2,Business still registered,3,10,150000,Specialist,Traditional,Local,low,high,,1.0,0.0,60,70,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,70,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,26.0,0.0,0.0,1990,1,4.0
6987,1986,Computer Services,Small tradesman,Munich,Newcomer,Independent,1,Business still registered,28,12,120000,Specialist,Innovative,National,low,low,high,1.0,0.0,84,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,85,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,1.0,1.0,1.0,1990,1,4.0
6990,1986,Other Services,Small tradesman,Upper Bavaria,Newcomer,Independent,0,Business still registered,11,13,6000,Specialist,Traditional,National,high,,,1.0,0.0,50,53,58,61,68,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,53,58,61,68,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ne,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,15.0,18.0,1.0,1990,1,4.0
6992,1986,Other Services,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,10,11,30000,Specialist,Traditional,National,high,high,low,0.0,0.0,64,71,79,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,71,79,80,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ne,ne,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,13.0,0.0,0.0,1990,1,4.0
6993,1986,Other Services,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,28,11,10000,Generalist,Traditional,Local,high,low,low,1.0,0.0,82,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,4.0,0.0,0.0,1990,1,4.0
6996,1985,Transportation,Registered firm,Munich,Follower,Independent,0,Business still registered,44,12,100000,Specialist,Traditional,National,high,high,low,1.0,0.0,64,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,80,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,16.0,5.0,1.0,1990,1,5.0
6997,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,1,89,14,12,120000,Specialist,Innovative,National,low,low,low,1.0,0.0,46,56,74,76,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,56,74,76,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ab,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,39.0,0.0,0.0,89,0,
6998,1985,Other Services,Small tradesman,Upper Bavaria,Follower,Independent,1,Business still registered,3,12,50000,Specialist,Traditional,National,high,low,,1.0,0.0,50,53,58,69,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,53,58,69,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,35.0,0.0,0.0,1990,1,5.0
6999,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,0,Business still registered,28,12,kein Startkapital,Generalist,Traditional,Local,low,,,1.0,0.0,74,76,78,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,76,78,80,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ab,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,11.0,0.0,0.0,1990,1,5.0
7001,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,23,10,15000,Specialist,Innovative,National,low,,,1.0,0.0,80,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,83,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,5.0,0.0,0.0,1990,1,5.0
7002,1985,Other Services,Small tradesman,Munich,Newcomer,Independent,1,Business still registered,8,12,85000,Specialist,Traditional,National,high,high,low,1.0,0.0,68,71,73,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,71,73,83,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,ne,m,m,m,m,m,m,m,m,m,m,m,m,m,15.0,0.0,0.0,1990,1,5.0
7004,1985,Manufacturing,Small tradesman,Munich,Newcomer,Independent,1,Business still registered,10,10,kein Startkapital,Specialist,Traditional,Local,low,high,low,1.0,0.0,67,70,72,73,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,70,72,73,83,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ne,ab,ne,m,m,m,m,m,m,m,m,m,m,m,m,15.0,0.0,0.0,1990,1,5.0
7005,1985,Transportation,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,13,11,20000,Generalist,Traditional,Local,low,high,,0.0,0.0,84,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ne,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0.0,0.0,0.0,1990,1,5.0
7007,1985,Other Services,Small tradesman,Upper Bavaria,Newcomer,Independent,8,Business still registered,20,14,180000,Generalist,Traditional,Local,high,high,low,0.0,0.0,55,57,60,61,63,65,70,74,75,78,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,57,60,61,63,65,70,74,75,78,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,wz,le,ab,ab,ab,al,ab,ab,m,m,m,m,m,m,m,28.0,0.0,0.0,1990,1,5.0
7011,1985,Construction,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,18,11,kein Startkapital,Specialist,Innovative,National,low,,,1.0,0.0,52,55,56,58,63,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,55,56,58,63,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,33.0,0.0,0.0,1990,1,5.0
7017,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,2,88,21,18,80000,Specialist,Innovative,National,low,,,0.0,0.0,60,61,66,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,61,66,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ne,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,20.0,0.0,0.0,88,0,
7020,1985,Computer Services,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,16,13,kein Startkapital,Specialist,Innovative,Local,high,high,low,0.0,0.0,73,77,78,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,77,78,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,wz,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,11.0,0.0,0.0,1990,1,5.0
7024,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,8,14,36000,Specialist,Traditional,Local,high,high,low,1.0,0.0,63,66,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,66,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,22.0,0.0,0.0,1990,1,5.0
7025,1985,Wholesale/Retail Trade,Small tradesman,Upper Bavaria,Newcomer,Independent,0,Business still registered,3,11,kein Startkapital,Specialist,Innovative,National,high,high,low,0.0,0.0,81,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,83,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,4.0,0.0,0.0,1990,1,5.0
7027,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,0,86,19,12,kein Startkapital,Specialist,Traditional,Local,high,high,low,0.0,0.0,79,82,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,82,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,6.0,0.0,0.0,86,0,
7029,1985,Transportation,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,28,11,kein Startkapital,Specialist,Traditional,Local,high,high,,1.0,0.0,70,72,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,72,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,15.0,0.0,0.0,1990,1,5.0
7032,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,5,18,4000,Generalist,Traditional,Local,high,,,0.0,0.0,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,,,,1990,1,5.0
7033,1985,Construction,Small tradesman,Munich,Newcomer,Independent,1,Business still registered,11,13,5000,Specialist,Innovative,Local,low,high,high,0.0,0.0,84,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ne,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0.0,0.0,0.0,1990,1,5.0
7034,1985,Transportation,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,3,13,50000,Generalist,Traditional,Local,low,low,low,1.0,0.0,66,67,68,69,70,71,72,73,76,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,67,68,69,70,71,72,73,76,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,al,ne,ab,ab,ab,ab,m,m,m,m,m,m,m,m,17.0,0.0,0.0,1990,1,5.0
7036,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,0,Business still registered,7,18,140000,Specialist,Traditional,Local,high,high,low,1.0,0.0,59,62,65,67,71,72,77,79,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,62,65,67,71,72,77,79,83,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,wz,ab,ab,ab,le,ab,ne,m,m,m,m,m,m,m,m,22.0,0.0,0.0,1990,1,5.0
7039,1985,Manufacturing,Small tradesman,Munich,Newcomer,Independent,1,88,7,13,750000,Specialist,Traditional,Local,low,high,,0.0,0.0,82,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,87,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,wz,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,0.0,0.0,0.0,88,0,
7042,1985,Other Services,Registered firm,Upper Bavaria,Newcomer,Independent,0,Business still registered,13,12,3000,Specialist,Traditional,Local,low,,high,1.0,0.0,72,73,75,81,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,73,75,81,85,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ab,ab,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,13.0,1.0,1.0,1990,1,5.0
7044,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,0,90,18,13,5000,Specialist,Traditional,Local,low,high,low,0.0,0.0,68,71,76,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,71,76,80,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,ne,m,m,m,m,m,m,m,m,m,m,m,m,m,12.0,0.0,0.0,90,0,
7049,1985,Manufacturing,Small tradesman,Munich,Follower,Independent,0,Business still registered,26,12,kein Startkapital,Specialist,Traditional,National,low,low,high,0.0,0.0,67,71,73,77,78,79,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,71,73,77,78,79,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,wz,le,ab,ab,m,m,m,m,m,m,m,m,m,m,m,14.0,0.0,0.0,1990,1,5.0
7051,1985,Other Services,Small tradesman,Munich,Newcomer,Independent,0,Business still registered,17,17,kein Startkapital,Specialist,Innovative,National,low,,high,0.0,0.0,75,84,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,84,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,9.0,1.0,1.0,1990,1,5.0
7052,1985,Transportation,Small tradesman,Munich,Newcomer,Independent,1,90,3,11,kein Startkapital,Generalist,Traditional,Local,low,high,low,1.0,0.0,54,60,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,60,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,31.0,0.0,0.0,90,0,
7053,1986,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,20,12,5000,Specialist,,National,low,high,,1.0,0.0,72,76,79,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,76,79,80,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,le,se,m,m,m,m,m,m,m,m,m,m,m,m,m,8.0,6.0,1.0,1990,1,4.0
7054,1985,Computer Services,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,8,13,kein Startkapital,Specialist,Innovative,Local,high,low,high,1.0,0.0,75,79,81,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,79,81,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,10.0,0.0,0.0,1990,1,5.0
7056,1985,Computer Services,Small tradesman,Upper Bavaria,Newcomer,Independent,0,Business still registered,6,14,60000,Specialist,Innovative,Local,low,low,high,1.0,0.0,81,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,4.0,0.0,0.0,1990,1,5.0
7057,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,0,86,11,18,kein Startkapital,Specialist,Innovative,Local,low,low,low,0.0,0.0,73,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,12.0,0.0,0.0,86,0,
7064,1986,Construction,Small tradesman,Upper Bavaria,Follower,Independent,0,Business still registered,30,12,5000,Specialist,Traditional,Local,low,high,,0.0,0.0,51,54,72,75,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,54,72,75,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,se,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,32.0,3.0,1.0,1990,1,4.0
7066,1986,Other Services,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,21,13,kein Startkapital,Specialist,Traditional,National,low,high,,0.0,0.0,73,80,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,80,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,13.0,0.0,0.0,1990,1,4.0
7067,1986,Other Services,Small tradesman,Munich,Follower,Affiliated,1,Business still registered,20,14,kein Startkapital,Specialist,Innovative,National,low,low,,1.0,0.0,68,71,72,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,71,72,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ne,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,17.0,0.0,0.0,1990,1,4.0
7069,1986,Manufacturing,Small tradesman,Munich,Newcomer,Independent,1,Business still registered,12,14,15000,Specialist,Innovative,Local,low,high,high,1.0,0.0,78,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,84,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,6.0,0.0,0.0,1990,1,4.0
7071,1986,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,19,Business still registered,7,11,35000,Specialist,Innovative,National,high,,high,1.0,0.0,59,69,77,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,69,77,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ne,ne,m,m,m,m,m,m,m,m,m,m,m,m,m,m,10.0,0.0,0.0,1990,1,4.0
7073,1986,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,1,Business still registered,20,17,5000,Specialist,Traditional,National,low,low,low,1.0,0.0,56,59,62,70,71,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,59,62,70,71,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,ab,se,m,m,m,m,m,m,m,m,m,m,m,m,15.0,15.0,1.0,1990,1,4.0
7075,1986,Other Services,Small tradesman,Upper Bavaria,Newcomer,Independent,0,Business still registered,18,13,3000,Generalist,Traditional,Local,low,high,,0.0,0.0,60,64,69,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,64,69,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,m,26.0,0.0,0.0,1990,1,4.0
7076,1986,Wholesale/Retail Trade,Small tradesman,Upper Bavaria,Follower,Independent,1,Business still registered,26,12,kein Startkapital,Specialist,Traditional,Local,high,high,low,1.0,0.0,58,66,70,81,82,83,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,66,70,81,82,83,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,ab,ne,ab,al,ne,se,m,m,m,m,m,m,m,m,m,m,m,19.0,3.0,1.0,1990,1,4.0
7079,1986,Manufacturing,Small tradesman,Upper Bavaria,Follower,Independent,2,Business still registered,12,18,20000,Generalist,Traditional,Local,low,high,low,1.0,0.0,63,67,69,71,84,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,67,69,71,84,86,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,wz,le,ab,ab,m,m,m,m,m,m,m,m,m,m,m,m,21.0,0.0,0.0,1990,1,4.0
7084,1985,Manufacturing,Small tradesman,Upper Bavaria,Newcomer,Independent,0,Business still registered,4,12,6000,Specialist,Innovative,Local,low,,,1.0,0.0,56,58,59,60,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,58,59,60,85,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,Business established,le,ab,ne,ab,m,m,m,m,m,m,m,m,m,m,m,m,m,28.0,0.0,0.0,1990,1,5.0
